MANE_identical_intron_chain_pct_of_19299	74.6
MANE_matched_or_compatible_pct_of_19299	80.4
projected_matched_or_compatible_pct_of_415042	25.7
all_tx_matched_or_compatible_pct_of_644292	16.5
protein_coding_genes_anchored_pct_of_20107	88.9
all_genes_anchored_pct_of_78733	22.8
tx_unresolved_novel_junctions_n	222283.0
